time,roll,pitch,roll_error,pitch_error,roll_P,roll_I,roll_D,pitch_P,pitch_I,pitch_D,roll_output,pitch_output,total_output_mag
61.75,0.008520731028674037,-0.002648742608808925,-0.008520731028674037,0.002648742608808925,-0.0012781096543011056,-0.00032342285768097905,0.0,0.00039731139132133874,0.0016228079181404623,0.0,-0.0016015325119820847,0.002020119309461801,0.002577942670308258
61.767,0.008520731028674037,-0.002648742608808925,-0.008520731028674037,0.002648742608808925,-0.0012781096543011056,-0.00032631990623072825,0.0,0.00039731139132133874,0.0016237084906274575,0.0,-0.001604429560531834,0.0020210198819487963,0.002580448716394244
61.784,0.006631392425626567,0.0016970385452832054,-0.006631392425626567,-0.0016970385452832054,-0.000994708863843985,-0.00032857457965544126,0.00022227512977029062,-0.0002545557817924808,0.0016231314975220612,-0.0005112683710696624,-0.0011010083137291357,0.000857307344659918,0.0013954193599447135
61.8,0.006631392425626567,0.0016970385452832054,-0.006631392425626567,-0.0016970385452832054,-0.000994708863843985,-0.0003306966252316417,0.0,-0.0002545557817924808,0.0016225884451875705,0.0,-0.0013254054890756268,0.0013680326633950897,0.0019047868853464065
61.817,0.006631392425626567,0.0016970385452832054,-0.006631392425626567,-0.0016970385452832054,-0.000994708863843985,-0.00033295129865635475,0.0,-0.0002545557817924808,0.0016220114520821745,0.0,-0.0013276601625003398,0.0013674556702896936,0.001905942422345928
61.834,0.006631392425626567,0.0016970385452832054,-0.006631392425626567,-0.0016970385452832054,-0.000994708863843985,-0.00033520597208106775,0.0,-0.0002545557817924808,0.0016214344589767782,0.0,-0.0013299148359250529,0.0013668786771842973,0.0019071000993536376
61.85,-0.0005476630567441943,0.0064845963207705165,0.0005476630567441943,-0.0064845963207705165,8.214945851162914e-05,-0.00033503071990290963,0.0008973819352963452,-0.0009726894481155774,0.0016193593881541316,-0.0005984447219359139,0.0006445006739050647,4.822521810264027e-05,0.0006463023985141396
61.867,-0.0005476630567441943,0.0064845963207705165,0.0005476630567441943,-0.0064845963207705165,8.214945851162914e-05,-0.0003348445144636166,0.0,-0.0009726894481155774,0.0016171546254050695,0.0,-0.00025269505595198745,0.0006444651772894921,0.0006922356217657067
61.884,-0.0005476630567441943,0.0064845963207705165,0.0005476630567441943,-0.0064845963207705165,8.214945851162914e-05,-0.0003346583090243236,0.0,-0.0009726894481155774,0.0016149498626560075,0.0,-0.0002525088505126945,0.00064226041454043,0.0006901153234589762
61.9,-0.0005476630567441943,0.0064845963207705165,0.0005476630567441943,-0.0064845963207705165,8.214945851162914e-05,-0.00033448305684616547,0.0,-0.0009726894481155774,0.0016128747918333609,0.0,-0.0002523335983345363,0.0006401853437177834,0.0006881202795729186
61.917,-0.0015538086352446647,0.010067076255715809,0.0015538086352446647,-0.010067076255715809,0.0002330712952866997,-0.0003339547619101823,0.00011837006805887885,-0.0015100614383573713,0.0016094519859064175,-0.00042146822764062264,1.7486601435396225e-05,-0.0003220776800915764,0.0003225520318381706
